N,P,K,pH,Crop
15.854643368675156,25.87696190097513,70.30740870166817,7.866741888897601,Potato
95.39969835279999,48.74023983341917,298.14544887194086,6.201071346476091,Rice
96.90688297671034,32.383727271340994,89.05037698264982,7.41760548816988,Barley
82.7557613304815,20.727786743906847,297.1052484908703,6.207047603727655,Rice
37.41523922560336,10.134310319957002,294.31998314161183,7.6409808493364615,Pea
18.79049026057455,11.806107293072056,248.45452597700992,8.121034103682247,Alfalfa
71.58097238609412,15.13926184780558,214.85574052049938,5.88040539738028,Rice
49.61372443656412,16.29349976031341,194.45176256277117,8.099787065786511,Cotton
20.983441136030095,43.2777226028512,266.52538634445864,7.280725763242893,Bean
54.56592191001432,30.255025472713623,122.35988040487199,5.881331472601072,Pea
13.094966900369656,28.55259101184649,166.92030312121926,6.782625566079136,Lettuce
91.83883618709038,10.164599234114785,204.84749234162547,5.982580880455294,Tomato
33.290198344001524,43.70628620072458,152.79761896737278,7.6010436665997085,Potato
69.62700559185838,37.526643644381764,156.87161352256697,7.776604403253849,Rice
38.053996848046985,8.045076285500071,132.5711668755211,5.8173895608183965,Chickpea
56.80612190600297,36.85257937533959,191.057954171134,7.018419558083933,Wheat
59.203925140895166,29.459219780419073,262.643632003779,7.943875168077751,Rice
26.636900997297435,8.677640558605022,100.38209450157821,8.30848912465299,Tomato
97.26261649881027,25.623528868789542,283.60825968836036,7.04055360022531,Wheat
79.76195410250031,26.811332920852113,222.2719134370574,8.35083767083422,Rice
94.55490474077702,12.45985430734741,255.81830317000754,7.10706691136809,Wheat
90.5344615384884,47.55641661501271,189.0476731575029,6.682571483799724,Wheat
63.810998092997664,43.248891716629785,244.87917535601588,8.044609385658687,Rice
92.96868115208052,35.10600517980987,54.0500993348668,6.978948131374267,Barley
17.964325184672756,25.803300245027323,254.5951061948838,6.9157075316935686,Lettuce
27.638457617723066,23.52944937130288,60.034714771341626,6.970937468229485,Lettuce
14.070456001948425,34.29380602179294,272.4783440907156,8.040355005609236,Tomato
39.27972976869379,29.544434123310747,297.9906868096608,7.995824625064156,Maize
44.98095607205338,7.802289764684852,123.51686554419446,6.710559977320633,Barley
34.42141285965063,28.062619194664926,102.57963907144841,6.499899579611575,Lettuce
84.58637582367363,41.28816277547778,241.34084096451016,6.975784072117388,Wheat
42.10779940242303,25.665794491863114,113.25658523006331,7.218317529211327,Barley
35.28410587186427,7.338045989942079,266.39059579305086,6.215011631883991,Lettuce
58.84264748424236,40.38251897228149,75.71064803936918,7.881865254146772,Rice
22.683180247728636,14.061370196118848,81.48879909483956,6.959448297197269,Lettuce
82.19772826786357,16.637937569961743,294.7878887751539,6.5021366452598786,Wheat
16.709557931179376,12.411785904453314,218.45972456750115,5.820462978891972,Lentil
98.81982429404655,19.85967791921739,261.7218061072382,6.216535481210821,Tomato
79.50202923669917,39.053817755988575,131.0823443378795,8.34784351526795,Rice
27.884411338075516,28.372363677677182,219.1209373801511,6.41529906045858,Lettuce
10.496990541124216,14.219657336782065,198.5604568271493,6.006577868101106,Lettuce
83.39152856093507,44.502353516841836,200.78753003073675,6.8820183749649795,Wheat
73.61716094628554,44.581183472818815,220.6331148844304,6.421263230080746,Rice
75.61064512368885,44.17602912707031,193.83979328227466,5.6054777508135825,Tomato
79.41433120173512,15.745829512169268,157.2655923256665,6.469435651838252,Tomato
16.664018656068134,25.305770488144464,118.98067359513671,7.132325871818406,Bean
42.261915568984534,49.32453452633938,242.1453327283005,7.155137116059901,Wheat
20.428215357261674,39.740561433949566,106.56810750079654,6.569676763530666,Lettuce
87.67930832880342,6.222533955150192,223.08857653860355,6.841908268757802,Wheat
66.09683141448022,7.934206606722142,108.33320566233166,8.3965537547043,Clover
39.78082223673843,25.876911956554974,206.33254248861348,6.632045431690935,Lettuce
15.720251525742128,45.914909263770205,236.76956678225724,6.274680439779949,Lettuce
37.9884089544096,29.24158090787214,104.6784722266348,6.230401132200281,Lettuce
39.266498982407235,27.40156286154306,64.98582521532707,6.873293838112403,Lettuce
75.66455605042577,9.746316498048376,82.74343574854352,7.778560446150832,Lentil
67.38017242196918,34.555104712593234,201.49924181775637,6.11796455256542,Rice
89.84914683186939,41.99464222701015,262.36160155643387,7.627888381422304,Rice
52.49934326457544,22.118900337840305,61.24920530885609,5.563449470048249,Bean
20.763482134447152,39.902533291639735,233.53781476041155,6.756798933951838,Lettuce
74.19203085006956,48.40144942553652,135.32966148751302,7.82759519560836,Rice
78.47065437552077,14.169490660746009,169.6320924798806,6.516198867323294,Wheat
60.51494778125466,28.54983340376336,282.2148874613914,7.191211304336198,Wheat
79.38704619591049,17.9212081138059,132.99287618396136,6.114937698477732,Tomato
54.44160367279517,40.67844885652277,166.3342334848715,7.725986173378517,Rice
57.045954644379464,30.99170146465209,53.420603690170275,5.656837309806279,Cucumber
48.47869165226947,33.55620878976367,70.39968000120959,8.0576279346265,Rice
12.287721406968567,40.906137182715234,114.64789778369601,6.094589159265005,Lettuce
19.7102284293974,22.81867126981047,56.963060205268604,8.123194095124992,Sorghum
12.828626711806082,46.17905307831695,207.84383151206274,6.557587723901552,Lettuce
67.27693701374024,28.9862990260763,156.59958920040563,7.66805072342346,Rice
38.2920382968694,12.10796702759066,187.0363006820055,6.457675893358566,Lettuce
55.77136220482325,36.315460317596106,93.6617964740824,8.217735013703942,Rice
91.68098265334837,40.69676076972145,123.98300735915403,5.879911376555123,Lentil
32.43630062339874,19.2542754680387,215.95611871318127,6.035559367817796,Lettuce
46.93446307320668,43.573066564943886,291.3256809075999,6.979090375476407,Wheat
77.99960246887439,45.77644646445949,62.6041934005523,5.745815317114438,Alfalfa
30.59183489424602,17.460701932001403,272.59608021381655,6.087940554105286,Lettuce
16.92819188459137,49.25846627218499,194.2203003278021,8.331299146636043,Sugarcane
36.077630762239124,11.332018762194128,190.97989168890592,8.429468983443662,Cotton
24.5099158528604,14.090705078112048,175.06963380194009,6.628777987991266,Lettuce
93.67278871083158,13.290117765711177,67.34852147604585,8.269858063041807,Onion
82.73083416079753,45.229536950354166,72.46921293404017,7.134474027020295,Barley
67.00633808593811,34.443164854623284,200.2280014147715,6.309227397621301,Rice
88.43145311689459,11.84469274500228,135.23964285888957,7.607196163241796,Potato
82.33048692092031,24.814553826575704,279.31701664442016,7.4767054197245715,Wheat
26.791305299743225,32.68841112814109,151.64763433986806,8.467375957326201,Grape
90.330309864098,8.755883824522249,85.82036467566027,6.29514186222785,Tomato
58.540801772408564,44.708736578330246,228.679708375509,7.516178507985206,Rice
82.66961396476563,41.16215909486908,123.33835536025246,5.6560712650883405,Bean
90.64821699311439,27.73430481094872,181.3675768389733,5.840938116090158,Tomato
38.62031274746775,48.52069768666267,224.4581963762925,5.51175512485328,Chickpea
19.90467320749091,23.799244067379487,275.0660278005176,8.498382043179019,Cucumber
30.51416462877475,49.284964356642405,248.04779870041904,7.906821091442433,Maize
48.43970097636307,35.05639994616322,219.09026696818103,7.860169044200623,Grape
83.62132893302439,33.560207296427365,219.90829559878588,7.029178225864539,Wheat
87.46575249307091,12.467970288310326,286.4811610080217,6.40020124871632,Tomato
10.625691747807164,44.68674912370898,123.95602437413402,5.953792853388028,Citrus
55.967257231980916,24.237035956427682,50.27802354904685,6.354024216539391,Rice
47.56699028339011,12.30050326021157,117.98863984954967,6.627913665787418,Barley
29.98970294236572,5.567338398909157,104.47284490668599,7.768930290940882,Cotton
20.787883060031454,30.189005763727216,215.45864627849954,7.118985366709458,Bean
40.385365426326516,28.732982995520434,208.42789994138226,5.732450879666448,Tomato
94.86187335212672,37.370913006612135,198.36534567618097,5.554087026876736,Potato
39.088263881867974,45.0616123858011,54.06086080236342,5.806996538602189,Sugarcane
56.691155956902946,8.573296308936328,232.19451361266186,6.731496141092138,Wheat
73.27170630056601,37.917342065316305,130.88260312137288,8.299578751147056,Rice
42.726664214136456,13.4335374843912,216.26399725165777,7.412207443627665,Wheat
97.46038744488646,43.61796739207238,189.14460712553833,7.9054776996265455,Rice
96.62025654479001,41.85785812377453,135.68273135697677,6.899123783513645,Barley
32.66040662428277,29.335718974349497,83.64406677602693,6.584998249585128,Lettuce
54.75236553031469,36.960925938049016,73.60472441512024,5.825201118149868,Olive
37.07904788350927,19.145755093268676,257.87958327805586,8.127799066558616,Wheat
35.63564449397208,26.202555451976657,279.5993855203895,7.849480087083709,Grape
13.319825261907951,41.973660396971226,212.4470116910749,6.004354292793176,Lettuce
64.86079005819072,25.666933872794626,75.85852871512084,7.036781691628781,Barley
55.24111209059753,21.10092193964488,150.50680422206017,6.9621244237637345,Wheat
14.633087612499041,27.239560126263495,232.2348000262893,7.375274658059586,Bean
35.07818178129503,42.271216359674824,244.95522100251702,8.338560681973783,Citrus
91.74392973699884,20.084362131689275,79.55465557277215,7.239314325287439,Barley
31.560570160027517,12.81927169110847,50.0076797113456,7.120651800335856,Bean
23.04053848821008,37.040630914885135,228.03426147015125,5.650968798803992,Bean
54.05074842498067,42.16901957186368,139.14904399655143,5.688722428054072,Wheat
98.70854086995406,9.528686533559,113.62033290456506,6.062040373980366,Tomato
31.784974436035036,15.794335074017512,53.22436744738136,5.597412315075244,Sorghum
70.49219926652907,11.388739539244725,185.0748516903749,7.730058686710037,Citrus
78.54576537958458,20.657363521197496,262.78768385649545,7.669990911981889,Rice
31.38737895931597,25.26579405074357,289.407911568147,5.908168703294929,Maize
75.53947137506736,38.69718516334879,191.4362376533223,8.008236702385844,Rice
43.10048194473279,34.30164131967534,178.61533193497354,5.964358104538336,Wheat
66.90752475342215,32.9417855365294,71.26409637231028,6.403526760992077,Rice
67.01767396848052,20.856872597434446,187.21820038564994,6.246930697484095,Rice
58.21972156672826,42.8651398888142,144.99476974134865,6.616921295719143,Barley
18.12607930489675,26.207922532917404,201.78382022089423,6.263991297669886,Lettuce
85.17722460303142,49.059722210681954,147.18158696913667,6.9668527793153565,Barley
38.870205847456226,33.53639622330816,110.0747808625917,6.722223644064057,Lettuce
26.786665935986882,10.681913370402622,73.74131880709413,8.45970847233798,Alfalfa
13.669762739928753,35.42799029339453,128.72961114722392,5.667779050384677,Potato
63.18036488694176,19.629680694426455,74.16120857193806,5.926544129162055,Pea
70.98079256580542,35.88472385087438,94.22423770599599,5.658477681725808,Bean
11.492904603507053,8.133851667308258,296.8340396448865,7.377523584947127,Bean
56.088375246935286,12.869664672918173,161.02588922665467,5.663527832241159,Potato
30.384619767814417,43.50817665076038,182.96794162625415,8.00931921212837,Lettuce
68.06555113685049,15.22308006605817,268.40463218430386,7.035815892045783,Wheat
25.69297861044923,42.6668506359323,298.89222512267196,7.081022873744601,Bean
72.18439642922193,17.567423980448467,195.67861233617037,7.184783523136582,Wheat
44.806181167048365,33.92968595264185,253.11845526104293,6.012441118918632,Onion
94.30569898630611,36.236775807942394,131.7352560841688,6.093070909343463,Rice
22.376884973139394,28.06946389152738,126.43598936182278,6.456451968619014,Lettuce
40.695971594523265,18.73898045135291,150.67593024864004,7.280489247465554,Wheat
20.212616911653015,14.568996936699325,218.1268156684123,6.130353327820644,Lettuce
93.22242564507064,6.4935209553091795,220.54792231377468,5.848995181399784,Wheat
88.9605418042883,18.677588055832572,128.8098586623627,8.410350659255297,Bean
33.21474649436401,34.39232557390774,83.30248103415718,5.565945444428869,Cotton
69.39856414307611,47.22371683018172,208.09906411637715,7.908092216008065,Rice
83.54999801810942,44.20420170183734,82.08146554719113,7.864105448725066,Rice
59.96807304395161,39.472914944088615,194.6231270573325,6.391642341535288,Rice
57.66855205204058,40.48013044639844,223.35553201407726,5.906879848021941,Alfalfa
31.76670618104065,34.92432065641979,225.1528740986129,5.93688594011627,Barley
18.379249102530927,16.712908590470136,238.3680276648992,7.592294851711578,Sorghum
90.74941821579941,45.82377638176234,268.2148553914161,7.428419773258521,Wheat
91.03762514469975,35.182954035762535,174.9897479911971,7.8482370227541605,Rice
66.97913115459411,30.219828394119798,232.56229738239279,8.312443517197314,Rice
40.51268119438306,9.994526114606648,204.79318384145918,7.575782089799776,Pea
41.428861715139476,25.117499471289143,96.65998494942065,5.96755460965433,Sugarcane
75.33601109832155,25.716122204086684,56.42241121735204,6.2303278502962325,Rice
90.73992339573194,43.90536242852015,121.13534641923344,8.026581192619343,Rice
89.83777818386056,29.59916990845048,160.75842658440484,6.127918227502626,Rice
80.18879912718614,22.118024703668436,204.27648610716406,5.717566950863445,Barley
67.78284815388591,48.95601478297967,262.48983262580134,7.609840162126751,Rice
17.572596849554394,9.982426699684204,99.06142917654141,6.7075790664704265,Lettuce
24.54658426851524,24.01467927403751,81.38744747461928,8.260120157637711,Lentil
90.86987696743714,6.891110382713238,290.8699868685819,7.4507652132809845,Wheat
64.57861536936309,38.29568543451187,77.01113984410178,5.771256933374982,Barley
10.827734645496669,46.31344484896178,169.6227675267973,8.343569701760982,Citrus
19.132438857942887,17.601679829772024,196.39093219832546,6.275671790920738,Lettuce
69.71515921972502,43.62537545596044,185.34360522685955,6.511637471218857,Wheat
10.455542546159682,18.1498203707854,71.5080392582358,6.706781241050626,Lettuce
24.472724627574877,45.98465727397618,64.25672850090484,5.65367288921294,Chickpea
59.38604104299275,38.92828566185528,76.37085686525892,6.989546266691814,Barley
72.27056779234239,41.220804957864736,196.39692096815313,5.869955473225877,Sorghum
68.67651335523405,5.810295002020452,186.08622190858028,6.702910980065055,Wheat
30.18423785145038,48.326466068331165,108.43519800918605,6.552129363976253,Lettuce
74.09612992127823,37.700194643164544,209.4435354613979,7.81852025027951,Rice
31.352417874712007,18.713799292376,255.01687551391234,7.9095115348981935,Clover
39.285972834334096,42.32275991864811,60.39473996164844,5.960238647167264,Rice
77.18422646062217,17.66845392867185,174.5324858870106,6.599653562137679,Wheat
68.46696091424931,44.27392278047576,222.32760302567257,6.6200594830954955,Wheat
86.43010694447601,10.066117568537166,113.07798176742176,5.954231331808256,Sugarcane
69.18516030703091,36.66586898573581,126.94272632328727,7.8953605151535715,Rice
61.147774300192445,29.331431449020965,203.40947574734597,7.62168498500627,Rice
18.430729104528325,9.344051158794837,274.48382336093425,6.071145358891104,Lettuce
43.09442227534902,15.885222271647754,252.48110507572483,6.600165725781397,Wheat
33.86821309135529,5.558181632479165,195.78255477489589,5.817415074569543,Olive
31.95906790411752,26.094558445902763,232.5554294393123,7.384619791279132,Bean
97.57094992772011,18.556936734200015,141.20561755194967,5.864115773645859,Date Palm
45.378795220008435,31.926086793399147,210.24138202468944,8.457802505874753,Olive
90.2841899659402,18.375701346887773,166.54539778188925,7.842046224063587,Lentil
66.80247633975367,18.49636001781431,97.48403411439023,6.670715648751985,Barley
81.53301731874836,38.44369394292215,225.43456846931429,7.235691796838063,Wheat
55.23733837946729,7.166427619025905,189.11615933720552,8.234025448649227,Rice
61.92134961637232,45.63027478363943,139.65539548839786,7.1622978411874785,Barley
54.32659244369775,43.351874347603164,277.8347975196577,6.023495459193866,Rice
27.571868901824004,35.05121074518829,55.233529456683314,6.636110066743478,Lettuce
75.02069037353547,31.694970654832293,128.943287812374,8.029434595089237,Rice
35.26951261967702,45.15361241628435,64.22034944441164,7.432639047968854,Bean
12.188436978830845,13.33985807879215,241.6318290554068,7.452173153001401,Bean
68.09250663164511,8.553612298587288,225.52686352844816,8.100464457065467,Onion
25.939961146634403,15.777957645929215,132.83805468407925,8.181919172387513,Rice
94.64127259176229,40.756022541508564,218.91572555176825,8.259377715338308,Rice
95.85357193023286,6.560162002691749,148.98430654898746,5.784547579759469,Wheat
92.33779511984037,31.226307578757034,239.0634478556086,7.1323780058893025,Wheat
43.31428302299,49.79468822860895,163.54591568417652,7.721528563654956,Rice
11.391095487598069,43.50632422268927,153.0699319579164,7.770780535381041,Clover
93.54867063289528,28.465056006961525,283.68247887207525,7.320148605910012,Wheat
48.53657334855829,7.863840917898905,112.71977497267505,6.000362005551023,Onion
96.99893371393026,42.41180814735694,80.11183499914137,7.892261661824993,Rice
96.72579793803276,31.954032867974476,196.13577831486455,7.660334000544838,Rice
86.7708509920624,10.171984867680507,292.33045307104476,5.758407314647108,Pea
36.50040028626271,9.22357781705103,144.45980343179667,6.891429474023129,Lettuce
44.658795574173276,45.93320687464666,65.50919090719538,6.021932198565411,Onion
86.60230043651713,35.11401183221353,134.82631682739185,6.512431137138916,Barley
38.522980464064986,42.317905969254,176.4829135798896,5.554243276617056,Rice
25.254347201748324,44.55405051270203,90.48075165805344,6.700989605232275,Lettuce
60.11211362125152,30.729755842174498,214.525554514123,7.149630763468632,Wheat
94.25392967447029,28.285085828976857,299.4373472525501,7.358747778481261,Wheat
72.64268170074757,24.36923346444456,162.93486899536094,7.490471035386131,Wheat
61.30550530804285,19.26259645060037,138.68213918255316,8.00887393930738,Citrus
18.74588443936917,24.55681823864203,150.17604170861665,6.14638872182719,Lettuce
65.35065040292528,39.82458450785704,78.78654459880028,5.861445467315404,Tomato
99.10484650938369,32.08655439568092,270.8184003565559,8.054611515693777,Rice
22.60756137128716,45.16354804796807,153.706413880338,5.96983844467795,Citrus
56.64966871273631,24.952100647063446,146.81860285621033,8.424280244008585,Rice
88.96357647351599,32.31903104234393,214.92256823261857,8.02761468819591,Rice
76.6691755978784,33.40883988913949,160.5083552327809,7.002629817668797,Wheat
72.73141668957412,31.62637230378465,212.05836720196152,8.444264274766075,Rice
73.22356755883983,36.61851978884823,65.36157253269687,5.7921301873240125,Tomato
42.35420360977797,15.684506076866283,253.43083593055687,6.409197283525305,Onion
36.4232659838044,28.05636998956058,285.1259882198507,7.4146732451218345,Bean
82.84250399306623,9.690116126375646,212.19134653984648,6.550020605419537,Wheat
82.91020552112627,22.303009744016563,288.6414822147027,8.285117655942376,Rice
88.03650867220934,26.9450180879569,87.85807859249083,5.696878264533453,Olive
92.19164973008242,34.35009167954626,169.35404737008844,7.1482354961828936,Wheat
56.020815897484404,47.77389736637916,200.45168348636182,7.272598802185343,Wheat
55.136466521847964,32.029297994676014,195.43416185529668,7.458184371331672,Wheat
81.84656610700976,38.46172622794519,150.36544477226082,6.266998669995443,Rice
68.49675376999886,27.781972677284124,134.52110234156535,6.5936992825595935,Barley
73.17701895319331,33.53468141193491,81.7060056376047,8.031041588994933,Rice
81.6213402492491,8.191949726019804,147.93561264056956,6.084828306910479,Tomato
90.10048076358096,16.447621137883115,90.66520377637129,7.980603541520086,Clover
40.41956411663823,21.28338919423124,233.5914191230546,7.187966268708227,Wheat
43.802465737594964,26.262200975293112,102.2077338736475,7.786562533582247,Grape
18.45837458567821,7.054193547607268,64.64132632113346,7.640822098790414,Barley
62.045212689655656,11.301084389899295,188.09153445430857,6.122534486154637,Tomato
13.234804641706788,17.45664385060876,198.8074331798504,7.206438209301618,Bean
51.90382163192142,48.71897109054728,267.9782653201264,8.103169458415277,Rice
58.838017123681894,19.910615319637284,194.24540310442046,6.796348710405788,Wheat
35.7887126915456,26.691847615043713,136.37021343086144,8.39977231066995,Clover
63.174993451210966,13.824397073227683,250.75297038158013,6.856645300305154,Wheat
12.745022494514448,32.485103198409575,185.06972329685527,5.928356910003654,Date Palm
13.361336987429297,17.630744698218844,69.82007115779794,6.66830404023302,Lettuce
84.03405045936924,14.314666029729205,191.46264007831167,8.355107219171611,Barley
42.41715772701366,28.245768280069058,277.0046363554156,6.459162548019563,Onion
21.435446138669633,5.247760962218937,149.07815637455514,8.104294479601188,Date Palm
57.001893404932396,5.34488146921514,124.08145047495002,8.14375204504567,Bean
79.29941977887498,14.8580964095836,85.86736425450502,6.550559572995883,Barley
29.423892474715885,6.652461312536952,87.86138048383933,5.749772974151896,Wheat
66.06014282371002,9.861158935881111,158.19287108545473,7.673673727476455,Cotton
17.68127184943912,20.248729220243824,198.91995604038237,6.4345368970419585,Lettuce
14.651354905174692,41.116355581091575,70.15385129240045,7.848770842772717,Tomato
57.82191684113332,30.742188951618537,284.8921472562914,6.827964544781299,Wheat
58.657160944909585,28.07004766803874,238.78340436129898,6.955800227027865,Wheat
67.3686911348386,18.206997044365473,196.65597957091566,7.833728220245611,Date Palm
75.34822003503955,46.92891737447674,257.10966773474775,6.647089993184884,Wheat
97.82668715162812,22.865676855673627,70.04668920302832,6.829382035968743,Barley
56.46703134710758,8.919174505809718,169.2097194332811,6.6285714063088665,Wheat
39.06608256471213,32.767993225301055,207.52328171541586,6.60202154583184,Lettuce
81.56675752918333,10.122727706447064,257.1632265295723,7.077839730704378,Wheat
34.374902613586684,20.535041426076145,245.86739001231692,7.926398333503452,Barley
49.507427863507246,27.8335372423014,119.26731242834991,6.585304935767698,Barley
17.061074320803936,44.34001361083291,285.22004238980105,7.07276416161321,Bean
12.281566907391177,27.20959611530534,81.08646035771758,7.512181976327803,Pea
96.63835732101326,36.60164447142489,268.783404655288,6.308318338910965,Rice
85.23821084609853,49.67675775495817,292.73506240115466,6.332568414707177,Rice
72.63767854843282,10.917010395409173,94.28838080565639,8.300239381070364,Pea
46.80576499728429,17.36291864837838,230.5165160509463,7.670603719993266,Lettuce
25.596488806376122,22.755923401894087,60.07137969449961,7.231560028669927,Bean
24.079333840397744,23.98226803424741,151.35570628478874,7.443160163261836,Bean
32.52186083481358,23.49594838694956,179.07082479941852,5.587898329310255,Date Palm
59.43039982355084,45.84249511504497,195.16130647740852,7.35430889668509,Wheat
74.31363304300561,37.13146900100854,283.9843120621399,7.028526619672606,Wheat
69.41776390459582,32.35573463408167,218.06267182354867,7.1372490393383075,Wheat
35.19405072513486,18.921772303825193,170.31948780480926,6.578271480492451,Lettuce
95.93787525968747,42.07056728995826,252.41875906647232,5.7444216931388254,Lentil
76.41072250261917,47.977723016824505,287.6332052386023,6.080017700836157,Rice
59.891864726026064,41.953922714760196,55.51653717057271,8.352234139638014,Rice
65.05486716109169,5.0704297336162805,295.63031806400966,6.726098686812802,Wheat
47.764005618501095,33.63806165825332,71.53303476592009,6.900049467492592,Barley
32.29578905510417,7.301092164894532,253.59669481719033,5.658129369560317,Cotton
42.03754107861354,16.592324915017485,120.08368813785312,5.612698688631942,Onion
78.20614994179321,7.678611515649726,83.04491443846794,7.651544341140273,Maize
11.295413976678027,32.170795382722446,159.96390992845872,7.114283992363334,Bean
20.446537645622463,35.89654610716731,210.98914486190338,7.0261179526488,Bean
14.140237781957747,10.15194371296573,145.23796125586875,6.229373591268006,Lettuce
13.665592208707313,22.27274973702408,63.64135207067474,7.734252194889766,Lentil
86.99145256099065,25.53064290299939,199.86528491467917,6.004709737325475,Rice
73.32920734420213,21.607385979241247,275.60081902766865,6.06980423098306,Rice
52.67564461785927,10.446125021833687,145.80384148681293,6.882136514044826,Barley
18.805074458590134,23.852650558436395,104.08319440770676,6.358839586335822,Lettuce
54.24542876051491,38.803012151378816,160.64433648320386,6.242388943699439,Rice
52.61245937025091,8.195344903996496,62.09067776219522,7.435712933659995,Barley
25.58816829190137,8.608100633685655,255.1218961200687,7.452915235655634,Bean
49.04664843141757,20.96470813261929,256.5852027375467,7.973551209399788,Tomato
45.86542609576361,47.37765702285163,197.0001158574071,6.753125700918927,Wheat
65.42650882469948,35.08576910253113,138.27572223459737,5.719255273078451,Wheat
67.15842857808795,35.540148050265415,249.94584111144584,6.320999154764373,Rice
14.077360879484006,21.286399587703922,188.67175619709178,8.44001638959045,Lentil
43.71513531638241,31.71473560438423,256.48307713750404,7.288775725698106,Wheat
66.32739241428128,5.455903281248452,207.86469814575514,7.629211254403061,Onion
55.28226327220789,33.624322088429395,246.10136830319934,5.522073488876243,Potato
87.08408570694901,46.09791264093065,199.64074830444,7.054617196547563,Wheat
69.28242684570506,32.56580607551686,153.53526705391656,5.61258597259541,Cucumber
24.664098437328672,44.316436705985524,289.48646498153437,7.207690636274344,Bean
16.351187266038686,37.57878749597422,185.2784562197112,8.262312548908227,Alfalfa
67.8177350385684,10.425128738166062,201.2723796351346,8.405257391501223,Onion
12.386017948745963,45.61039882786288,105.12190985368731,7.121658026166772,Bean
62.7198023146117,7.98997299600987,206.4126973568191,6.874614415756648,Wheat
94.62072172824618,29.02853626464937,192.90191237073597,8.335051282745482,Rice
61.792676008829105,11.396170570705594,96.20959948675625,7.520829495990085,Barley
44.935293358586975,5.526797482890683,64.89677433828592,5.6946978386152285,Sugarcane
67.89593965981179,23.991541705743757,201.08982992869278,6.8971767330024925,Wheat
51.2427601442365,18.27683184443703,240.92306733758014,6.220735055392912,Onion
59.105511038434145,26.870022220892135,180.85034273050206,6.9094129643460445,Wheat
94.73183278988726,30.973994903054788,106.69315632991143,6.866396716019086,Barley
44.74923740206968,6.968258253902631,216.63049417325874,7.246434408444226,Wheat
96.50715074415228,10.535148280568553,70.02643165240056,6.570311471047754,Barley
91.48155777604573,30.13890784026914,160.45842620048865,5.992811348367784,Tomato
27.62120213103668,20.442530892769618,90.84168959960505,7.011158303769869,Bean
16.24251707876489,37.81280693972516,96.11476276497083,7.990608653037286,Bean
19.070020123968398,34.35312418663729,100.57348728955091,7.492036684202807,Bean
11.639964308639476,43.052196334545805,146.67676426099447,6.5151035977756475,Lettuce
18.499866468033556,36.16217720011514,62.78755140509941,8.306569068276572,Barley
71.47060960747211,24.346898482556664,149.44836023227455,8.236622713747547,Rice
16.40697836142061,35.28349800774946,177.92686177867523,6.1280451981522965,Lettuce
38.70780672643852,17.392152841493832,170.8235712415813,5.618252755361089,Rice
86.03877798725091,18.784107445019572,145.69602510076015,7.723926125052287,Chickpea
12.094474216224327,40.5043321964357,259.7866520176881,7.98283078404746,Grape
83.30216343300422,25.0888782380712,86.33167310512603,8.403593697854067,Rice
